customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0008519,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,18.25,878.08,No
CUST-0008520,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),118.75,,No
CUST-0008521,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.87,365.28,Yes
CUST-0008522,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,89.39,4783.83,No
CUST-0008523,Female,1,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.34,2034.26,No
CUST-0008524,Female,1,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,58.54,156.05,No
CUST-0008525,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),103.3,2798.33,Yes
CUST-0008526,Male,1,Yes,No,8,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,113.53,945.06,No
CUST-0008527,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,86.38,849.63,No
CUST-0008528,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.25,992.65,Yes
CUST-0008529,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,63.58,1140.63,No
CUST-0008530,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,99.93,5278.7,Yes
CUST-0008531,Female,0,No,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.88,4849.14,No
CUST-0008532,Male,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,117.37,1092.55,No
CUST-0008533,Female,1,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.94,2794.24,No
CUST-0008534,Female,0,No,No,30,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.74,2232.57,No
CUST-0008535,Female,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),32.67,,No
CUST-0008536,Female,1,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),118.75,3574.27,No
CUST-0008537,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,118.75,255.08,Yes
CUST-0008538,Male,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,61.41,3674.08,Yes
CUST-0008539,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,81.25,221.04,No
CUST-0008540,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,109.95,346.45,No
CUST-0008541,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),92.7,1254.23,Yes
CUST-0008542,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.71,1844.68,No
CUST-0008543,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,79.77,425.31,No
CUST-0008544,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.58,4905.44,No
CUST-0008545,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.47,80.08,Yes
CUST-0008546,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.51,1964.79,No
CUST-0008547,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),118.75,467.13,Yes
CUST-0008548,Female,0,No,Yes,57,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,118.75,,No
CUST-0008549,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.0,850.67,No
CUST-0008550,Male,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,96.01,370.81,No
CUST-0008551,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.85,7855.95,No
CUST-0008552,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),106.56,970.91,No
CUST-0008553,Female,0,No,No,17,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.03,1105.12,Yes
CUST-0008554,Male,1,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,114.02,722.82,No
CUST-0008555,Female,0,Yes,No,50,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.56,4573.41,No
CUST-0008556,Female,1,No,No,43,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.23,3881.9,No
CUST-0008557,Male,0,No,Yes,29,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.44,1706.85,No
CUST-0008558,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.29,2260.84,Yes
CUST-0008559,Male,0,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,98.92,63.48,Yes
CUST-0008560,Female,0,No,No,3,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,113.56,366.51,No
CUST-0008561,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,93.28,643.96,No
CUST-0008562,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),79.68,248.65,No
CUST-0008563,Female,1,No,No,60,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.73,5589.49,No
CUST-0008564,Male,0,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.45,3040.08,No
CUST-0008565,Male,0,No,Yes,39,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,118.75,4624.14,Yes
CUST-0008566,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),85.03,1854.75,No
CUST-0008567,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.63,1722.33,No
CUST-0008568,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.88,239.16,No
CUST-0008569,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.68,198.3,No
CUST-0008570,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,62.81,142.34,No
CUST-0008571,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),107.54,,No
CUST-0008572,Female,1,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.95,1775.8,No
CUST-0008573,Female,1,No,No,0,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,118.75,,Yes
CUST-0008574,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.88,,No
CUST-0008575,Female,0,No,No,14,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),59.43,824.08,No
CUST-0008576,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,95.76,3480.49,No
CUST-0008577,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,92.92,1085.45,Yes
CUST-0008578,Female,1,Yes,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,118.75,,No
CUST-0008579,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),56.73,147.24,No
CUST-0008580,Male,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),108.73,5097.24,No
CUST-0008581,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,82.81,3718.21,No
CUST-0008582,Female,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.6,1448.48,Yes
CUST-0008583,Male,0,No,No,49,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,87.0,4284.1,No
CUST-0008584,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.45,2792.83,No
CUST-0008585,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),118.75,3075.78,No
CUST-0008586,Female,1,Yes,No,6,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.75,739.76,Yes
CUST-0008587,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),118.75,1501.93,No
CUST-0008588,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),64.33,494.68,No
CUST-0008589,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,92.25,397.51,No
CUST-0008590,Female,1,Yes,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.25,1919.49,Yes
CUST-0008591,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.67,781.17,No
CUST-0008592,Female,1,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,6310.52,No
CUST-0008593,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),73.59,649.74,Yes
CUST-0008594,Female,0,Yes,No,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),76.82,1006.7,No
CUST-0008595,Male,1,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,90.75,1872.64,No
CUST-0008596,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,117.74,2221.15,Yes
CUST-0008597,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,75.0,590.41,No
CUST-0008598,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,115.94,3014.51,No
CUST-0008599,Female,0,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,110.89,7000.89,Yes
CUST-0008600,Male,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,100.52,2986.44,No
CUST-0008601,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.79,1331.77,No
CUST-0008602,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,114.91,1156.57,No
CUST-0008603,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.29,375.23,No
CUST-0008604,Male,0,No,No,22,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,74.69,1651.58,No
CUST-0008605,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.91,,No
CUST-0008606,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.9,4850.31,Yes
CUST-0008607,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.8,1558.71,Yes
CUST-0008608,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.97,2322.34,No
CUST-0008609,Female,1,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.75,1761.5,No
CUST-0008610,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.53,2615.75,Yes
CUST-0008611,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.75,6110.4,No
CUST-0008612,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),78.93,1411.44,No
CUST-0008613,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,48.19,1412.09,No
CUST-0008614,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.72,2438.49,No
CUST-0008615,Male,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),90.36,324.4,No
CUST-0008616,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.47,910.75,No
CUST-0008617,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.24,229.97,Yes
CUST-0008618,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.15,1837.84,No
CUST-0008619,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),92.45,1016.12,Yes
CUST-0008620,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,95.01,1050.71,Yes
CUST-0008621,Male,0,No,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.42,675.82,Yes
CUST-0008622,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,69.04,2953.46,No
CUST-0008623,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,118.75,680.58,No
CUST-0008624,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,111.89,611.45,No
CUST-0008625,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,62.27,261.28,No
CUST-0008626,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,91.53,707.74,Yes
CUST-0008627,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),63.52,1258.52,No
CUST-0008628,Male,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.76,2166.61,No
CUST-0008629,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),95.64,,Yes
CUST-0008630,Female,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,64.75,207.86,No
CUST-0008631,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.52,416.87,Yes
CUST-0008632,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,51.82,551.27,No
CUST-0008633,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),96.41,6945.64,No
CUST-0008634,Female,1,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,86.79,1708.52,No
CUST-0008635,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),85.89,2387.07,No
CUST-0008636,Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,113.18,4878.51,No
CUST-0008637,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,75.25,2194.96,Yes
CUST-0008638,Male,1,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),94.35,6214.32,No
CUST-0008639,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.45,6184.38,No
CUST-0008640,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,92.88,3253.25,No
CUST-0008641,Female,1,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.97,486.95,No
CUST-0008642,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.12,703.0,Yes
CUST-0008643,Female,1,Yes,No,0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,70.14,,Yes
CUST-0008644,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.89,1327.29,No
CUST-0008645,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,95.78,,No
CUST-0008646,Male,1,No,No,23,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),76.18,1761.41,Yes
CUST-0008647,Male,0,No,No,9,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,88.11,776.44,No
CUST-0008648,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.04,822.87,No
CUST-0008649,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.37,1461.42,No
CUST-0008650,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,103.95,2062.81,No
CUST-0008651,Female,0,Yes,No,14,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),49.2,710.98,Yes
CUST-0008652,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.76,7091.37,No
CUST-0008653,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.12,3645.65,No
CUST-0008654,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),90.18,2955.09,No
CUST-0008655,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,2290.83,No
CUST-0008656,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,118.75,3078.62,No
CUST-0008657,Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),105.97,,No
CUST-0008658,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,108.97,,No
CUST-0008659,Male,0,Yes,No,24,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.31,1664.19,No
CUST-0008660,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,93.32,4877.59,No
CUST-0008661,Male,1,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,92.06,2771.58,Yes
CUST-0008662,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.23,430.2,No
CUST-0008663,Male,0,No,Yes,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.05,4634.49,No
CUST-0008664,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.81,,Yes
CUST-0008665,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.67,1407.27,No
CUST-0008666,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.01,4096.05,No
CUST-0008667,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),103.94,148.01,No
CUST-0008668,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.7,1242.01,Yes
CUST-0008669,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),89.46,4385.38,No
CUST-0008670,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),102.94,3065.36,No
CUST-0008671,Male,0,No,No,34,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,3244.13,No
CUST-0008672,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.31,1660.64,Yes
CUST-0008673,Male,0,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),118.75,6409.89,Yes
CUST-0008674,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.96,934.53,No
CUST-0008675,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.97,1626.26,No
CUST-0008676,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),118.75,603.25,No
CUST-0008677,Female,1,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),97.0,691.89,No
CUST-0008678,Female,0,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.39,1736.25,Yes
CUST-0008679,Female,1,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,71.18,114.59,No
CUST-0008680,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,109.6,6917.89,No
CUST-0008681,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,90.99,568.33,No
CUST-0008682,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,86.28,6207.43,No
CUST-0008683,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,93.12,4856.52,No
CUST-0008684,Female,0,Yes,No,14,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.75,1668.86,Yes
CUST-0008685,Male,1,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.62,559.16,No
CUST-0008686,Male,0,No,No,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.78,94.55,No
CUST-0008687,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.42,2837.67,No
CUST-0008688,Female,0,No,Yes,21,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.71,,Yes
CUST-0008689,Female,0,Yes,No,9,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,70.0,628.85,Yes
CUST-0008690,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,97.99,7063.79,No
CUST-0008691,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,111.59,1982.31,No
CUST-0008692,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,156.56,No
