customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0001971,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,80.83,970.05,No
CUST-0001972,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,116.85,1983.19,No
CUST-0001973,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,25.87,1051.78,No
CUST-0001974,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.96,700.7,No
CUST-0001975,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,808.16,Yes
CUST-0001976,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),18.25,61.95,No
CUST-0001977,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.83,1161.06,No
CUST-0001978,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,117.21,458.13,Yes
CUST-0001979,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),18.25,197.31,Yes
CUST-0001980,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,79.37,717.61,Yes
CUST-0001981,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),21.92,1248.34,No
CUST-0001982,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.02,190.33,No
CUST-0001983,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),54.3,2831.44,No
CUST-0001984,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,71.85,3595.3,No
CUST-0001985,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.25,421.18,No
CUST-0001986,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.49,573.38,No
CUST-0001987,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.14,604.31,No
CUST-0001988,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,34.23,726.56,No
CUST-0001989,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,38.92,,Yes
CUST-0001990,Female,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,32.41,778.06,No
CUST-0001991,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,104.43,7541.72,No
CUST-0001992,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.21,412.18,No
CUST-0001993,Female,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),50.6,1388.56,No
CUST-0001994,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),61.67,4442.79,Yes
CUST-0001995,Female,1,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,104.39,6573.49,No
CUST-0001996,Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,97.48,5835.78,No
CUST-0001997,Female,0,Yes,No,55,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,108.34,5956.65,No
CUST-0001998,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),76.08,854.12,No
CUST-0001999,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.75,4675.44,No
CUST-0002000,Male,1,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),19.2,1372.86,No
CUST-0002001,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.25,1838.76,No
CUST-0002002,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,114.71,1586.6,Yes
CUST-0002003,Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),50.33,859.38,No
CUST-0002004,Male,0,No,Yes,13,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,107.12,1370.74,Yes
CUST-0002005,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.09,378.06,No
CUST-0002006,Female,1,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.36,2656.73,No
CUST-0002007,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),77.37,2026.98,Yes
CUST-0002008,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49.29,953.95,Yes
CUST-0002009,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),53.75,158.66,No
CUST-0002010,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,45.79,2340.73,No
CUST-0002011,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),33.53,193.46,Yes
CUST-0002012,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.44,218.37,No
CUST-0002013,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,46.03,1424.91,Yes
CUST-0002014,Male,1,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),75.52,1205.12,No
CUST-0002015,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.56,124.73,Yes
CUST-0002016,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,66.86,951.96,No
CUST-0002017,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.37,2389.77,No
CUST-0002018,Female,1,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,2801.54,No
CUST-0002019,Male,1,No,No,14,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.01,665.39,No
CUST-0002020,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.12,418.72,No
CUST-0002021,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.25,546.58,No
CUST-0002022,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.84,6291.09,Yes
CUST-0002023,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,86.5,2874.9,No
CUST-0002024,Male,0,Yes,No,53,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.25,972.42,No
CUST-0002025,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,38.06,854.43,No
CUST-0002026,Male,0,Yes,No,40,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,31.19,1238.88,No
CUST-0002027,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,57.66,4115.54,Yes
CUST-0002028,Female,1,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.7,1042.37,No
CUST-0002029,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,67.7,4885.35,Yes
CUST-0002030,Female,0,No,No,18,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,118.75,2144.04,Yes
CUST-0002031,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),63.83,4578.82,No
CUST-0002032,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),100.33,3100.99,No
CUST-0002033,Male,0,Yes,No,65,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),66.46,4330.35,No
CUST-0002034,Female,0,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,21.62,9.71,No
CUST-0002035,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,60.2,2078.47,No
CUST-0002036,Male,0,No,No,60,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),18.25,1076.22,No
CUST-0002037,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),70.05,420.27,No
CUST-0002038,Male,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,56.93,1942.43,No
CUST-0002039,Male,0,No,No,55,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),118.75,6516.21,No
CUST-0002040,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,84.41,867.1,No
CUST-0002041,Female,0,No,No,16,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),58.96,937.44,No
CUST-0002042,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,45.09,1185.29,No
CUST-0002043,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.88,1827.26,Yes
CUST-0002044,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,18.25,-17.57,No
CUST-0002045,Female,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,67.78,210.6,No
CUST-0002046,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),53.94,131.35,No
CUST-0002047,Male,0,No,No,9,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,56.81,518.57,No
CUST-0002048,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.27,389.98,No
CUST-0002049,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,114.51,4896.11,Yes
CUST-0002050,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),66.15,1768.97,Yes
CUST-0002051,Male,0,Yes,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,97.97,4549.46,No
CUST-0002052,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.75,108.64,No
CUST-0002053,Male,1,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),50.14,1078.92,No
CUST-0002054,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,106.66,1270.59,Yes
CUST-0002055,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,88.43,5301.72,No
CUST-0002056,Female,1,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.79,1850.83,Yes
CUST-0002057,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,94.31,6130.13,Yes
CUST-0002058,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,30.58,5.5,Yes
CUST-0002059,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.51,3915.55,Yes
CUST-0002060,Female,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),83.64,2018.03,No
CUST-0002061,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,62.08,3410.36,Yes
CUST-0002062,Female,0,No,No,22,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.66,1615.79,No
CUST-0002063,Female,0,Yes,Yes,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,33.24,796.03,No
CUST-0002064,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.75,50.58,No
CUST-0002065,Male,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),105.61,3714.26,No
CUST-0002066,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,100.79,1044.08,No
CUST-0002067,Male,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.28,,Yes
CUST-0002068,Male,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,76.08,182.55,No
CUST-0002069,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,18.25,1310.55,No
CUST-0002070,Male,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),108.05,1368.17,Yes
CUST-0002071,Female,0,Yes,Yes,64,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,73.79,4736.08,No
CUST-0002072,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,50.89,3649.95,No
CUST-0002073,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.25,1318.75,Yes
CUST-0002074,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),60.48,4069.93,No
CUST-0002075,Female,1,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,8547.9,No
CUST-0002076,Female,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,55.59,589.33,Yes
CUST-0002077,Male,1,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,73.3,347.79,Yes
CUST-0002078,Male,1,Yes,Yes,32,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),56.39,1809.04,No
CUST-0002079,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,48.5,1027.64,No
CUST-0002080,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.6,222.95,No
CUST-0002081,Male,1,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.27,3984.6,No
CUST-0002082,Male,0,No,Yes,26,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.8,2031.95,No
CUST-0002083,Male,1,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,66.05,4144.71,Yes
CUST-0002084,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.58,1491.12,Yes
CUST-0002085,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.85,1841.86,No
CUST-0002086,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,49.08,861.91,Yes
CUST-0002087,Male,1,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),57.02,1088.97,No
CUST-0002088,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.58,6685.61,No
CUST-0002089,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.23,309.85,No
CUST-0002090,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63.15,1138.85,No
CUST-0002091,Female,0,No,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),18.25,659.93,No
CUST-0002092,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,53.75,927.41,No
CUST-0002093,Male,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),118.75,1184.54,No
CUST-0002094,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.39,944.4,No
CUST-0002095,Male,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.7,764.23,No
CUST-0002096,Female,0,No,Yes,13,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,40.82,531.67,No
CUST-0002097,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,113.65,7374.22,Yes
CUST-0002098,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.66,913.08,No
CUST-0002099,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),69.36,545.66,Yes
CUST-0002100,Male,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),39.36,610.38,No
CUST-0002101,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.26,361.31,No
CUST-0002102,Female,0,No,No,72,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,84.75,6094.42,No
CUST-0002103,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),101.65,1613.6,No
CUST-0002104,Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),18.25,1296.8,Yes
CUST-0002105,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.24,939.13,Yes
CUST-0002106,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.94,1889.5,Yes
CUST-0002107,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.48,586.25,No
CUST-0002108,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,29.28,No
CUST-0002109,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),35.58,48.76,No
CUST-0002110,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.14,1013.85,No
CUST-0002111,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),18.25,150.35,No
CUST-0002112,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,50.0,935.37,No
CUST-0002113,Male,0,No,No,54,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.38,5179.97,No
CUST-0002114,Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),71.79,656.28,No
CUST-0002115,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.35,406.24,No
CUST-0002116,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),60.28,3560.36,Yes
CUST-0002117,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),66.6,1396.21,No
CUST-0002118,Female,1,No,Yes,56,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.47,5386.83,Yes
CUST-0002119,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),100.72,1519.09,No
CUST-0002120,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.26,1089.56,No
CUST-0002121,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,68.26,345.24,No
CUST-0002122,Female,1,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),108.97,7810.83,No
CUST-0002123,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.02,1455.02,No
CUST-0002124,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.89,3733.21,No
CUST-0002125,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),20.84,331.75,No
CUST-0002126,Female,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),40.37,2182.82,No
CUST-0002127,Female,0,No,No,17,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.65,1777.35,No
CUST-0002128,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),93.47,1746.37,Yes
CUST-0002129,Female,1,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),51.95,2900.38,No
CUST-0002130,Male,0,No,Yes,6,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),42.99,261.59,Yes
CUST-0002131,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.23,476.52,No
CUST-0002132,Male,0,No,No,12,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.25,1007.25,Yes
CUST-0002133,Female,0,No,Yes,49,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.61,2899.1,No
CUST-0002134,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,67.36,975.25,No
CUST-0002135,Female,0,No,Yes,14,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.23,1179.17,No
CUST-0002136,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),61.36,4388.08,No
CUST-0002137,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,84.14,1263.45,Yes
CUST-0002138,Female,0,No,Yes,9,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,84.61,779.54,No
CUST-0002139,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.01,1896.23,Yes
CUST-0002140,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,69.67,3586.22,No
CUST-0002141,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,63.67,88.82,Yes
CUST-0002142,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.46,2217.47,Yes
CUST-0002143,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.29,26.97,No
CUST-0002144,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.02,2076.86,No
